Date,Open,High,Low,Close,Adj Close,Volume
2010-06-09,62.369999,63.419998,61.590000,61.930000,51.516724,108638000
2010-06-10,63.029999,64.080002,62.799999,64.070000,53.296883,75497300
2010-06-11,63.290001,65.029999,63.180000,64.940002,54.020607,65295200
2010-06-14,65.800003,66.500000,65.160004,65.349998,54.361660,70543000
2010-06-15,65.919998,67.169998,65.360001,66.989998,55.725899,72336400
2010-06-16,66.400002,67.379997,66.250000,66.680000,55.468037,62369400
2010-06-17,67.080002,67.199997,65.970001,66.760002,55.534584,67327600
2010-06-18,66.970001,67.529999,66.449997,66.800003,55.567837,52760900
2010-06-21,67.870003,68.000000,65.720001,66.110001,54.993874,58648400
2010-06-22,66.360001,67.099998,64.669998,64.750000,53.862545,70827400
2010-06-23,64.580002,65.260002,63.810001,64.570000,53.712814,70315300
2010-06-24,64.029999,64.529999,63.389999,63.540001,52.856003,72504900
2010-06-25,63.779999,64.919998,63.200001,64.629997,53.762711,87177700
2010-06-28,64.589996,65.239998,63.910000,64.260002,53.454937,64643900
2010-06-29,63.220001,63.220001,61.380001,61.830002,51.433537,110269700
2010-06-30,61.630001,62.619999,60.939999,61.119999,50.842915,93806400
2010-07-01,61.200001,61.400002,59.119999,60.680000,50.476887,114225800
2010-07-02,60.750000,60.889999,59.419998,59.820000,49.925243,72084200
2010-07-06,60.860001,61.500000,58.660000,59.040001,49.274261,89452600
2010-07-07,59.220001,61.150002,58.990002,61.099998,50.993519,79640200
2010-07-08,61.770000,62.110001,61.040001,61.980000,51.727970,58770100
2010-07-09,61.980000,62.939999,61.770000,62.939999,52.529156,38202700
2010-07-12,62.759998,63.180000,61.619999,62.230000,51.936607,43038300
2010-07-13,63.080002,64.440002,62.840000,64.199997,53.580750,83581200
2010-07-14,64.019997,64.389999,63.470001,63.970001,53.388790,52526100
2010-07-15,64.099998,64.099998,62.610001,63.380001,52.896381,71044000
2010-07-16,62.910000,63.040001,60.889999,61.070000,50.968479,98127500
2010-07-19,61.270000,61.480000,60.150002,61.330002,51.185467,63879600
2010-07-20,60.450001,62.470001,60.209999,62.360001,52.045094,71430700
2010-07-21,62.849998,62.970001,61.099998,61.240002,51.110352,68456600
2010-07-22,62.180000,63.660000,62.169998,63.419998,52.929752,81000700
2010-07-23,63.110001,65.110001,62.939999,64.980003,54.231735,73916800
2010-07-26,65.260002,66.519997,64.919998,66.459999,55.466915,66248300
2010-07-27,67.059998,67.269997,65.980003,66.220001,55.266609,84127100
2010-07-28,66.129997,66.430000,64.779999,65.150002,54.373627,59705100
2010-07-29,65.709999,65.989998,63.950001,64.980003,54.231735,63214400
2010-07-30,64.099998,65.610001,63.820000,65.019997,54.265118,67453000
2010-08-02,66.169998,66.540001,65.589996,66.150002,55.208195,49896600
2010-08-03,65.930000,66.529999,65.089996,65.620003,54.765873,51145700
2010-08-04,65.980003,66.480003,65.709999,66.309998,55.341736,40817400
2010-08-05,65.660004,66.209999,65.459999,65.529999,54.690754,37991000
2010-08-06,64.449997,65.410004,63.860001,65.139999,54.365273,62483200
2010-08-09,65.620003,66.110001,64.849998,65.860001,54.966175,35100700
2010-08-10,65.209999,65.410004,64.129997,64.620003,53.931282,59841700
2010-08-11,63.330002,63.330002,61.910000,62.080002,51.811405,87392600
2010-08-12,60.849998,62.150002,60.759998,61.770000,51.552696,63300200
2010-08-13,61.500000,61.680000,60.970001,61.070000,50.968479,68238000
2010-08-16,60.639999,61.919998,60.380001,61.560001,51.377445,51371000
2010-08-17,62.220001,63.150002,61.860001,62.619999,52.262085,54593200
2010-08-18,62.549999,63.430000,61.939999,62.810001,52.420666,61766600
2010-08-19,62.590000,62.849998,60.939999,61.090000,50.985165,89236900
2010-08-20,60.869999,61.189999,60.139999,61.150002,51.035248,64085700
2010-08-23,61.599998,61.919998,60.279999,60.320000,50.342533,55423700
2010-08-24,59.360001,60.320000,58.799999,59.630001,49.766663,78875300
2010-08-25,59.139999,60.680000,58.889999,60.529999,50.517796,64025300
2010-08-26,60.750000,61.279999,59.860001,60.080002,50.142242,74569900
2010-08-27,60.770000,61.799999,59.560001,61.650002,51.452541,72003600
2010-08-30,61.349998,61.660000,60.270000,60.299999,50.325836,42401800
2010-08-31,60.150002,60.910000,59.680000,60.180000,50.225674,60625100
2010-09-01,61.230000,62.549999,61.020000,62.509998,52.170288,62585200
2010-09-02,62.490002,63.380001,62.270000,63.200001,52.746162,45824200
2010-09-03,64.160004,64.529999,63.610001,64.330002,53.689243,51986300
2010-09-07,64.129997,64.139999,62.910000,63.110001,52.671043,48881600
2010-09-08,63.259998,63.990002,63.230000,63.480000,52.979828,58863300
2010-09-09,64.449997,64.480003,63.040001,63.520000,53.013222,52494300
2010-09-10,63.759998,64.110001,63.349998,63.720001,53.180149,46973500
2010-09-13,64.449997,65.480003,64.320000,65.269997,54.473747,60551500
2010-09-14,65.129997,65.620003,64.760002,64.989998,54.240067,55811200
2010-09-15,64.809998,65.570000,64.330002,65.360001,54.548859,63008500
2010-09-16,65.199997,65.410004,64.389999,64.940002,54.198349,52659700
2010-09-17,65.400002,65.519997,64.279999,65.209999,54.423679,61775400
2010-09-20,65.419998,67.199997,64.970001,67.019997,55.934299,70669500
2010-09-21,67.019997,67.430000,66.529999,66.629997,55.608795,64974200
2010-09-22,66.449997,66.900002,65.330002,65.839996,54.949467,65225800
2010-09-23,65.150002,66.160004,64.660004,64.879997,54.284321,62724700
2010-09-24,65.790001,67.059998,65.690002,66.989998,56.049717,71675000
2010-09-27,67.010002,67.160004,66.510002,66.820000,55.907482,48357100
2010-09-28,66.970001,67.629997,65.750000,67.480003,56.459694,66176700
2010-09-29,67.379997,67.949997,67.120003,67.669998,56.618668,53580600
2010-09-30,68.169998,68.550003,66.949997,67.500000,56.476425,81818000
2010-10-01,68.139999,68.260002,67.250000,67.860001,56.777630,61763500
2010-10-04,67.680000,68.099998,66.480003,66.940002,56.007881,56292700
2010-10-05,67.680000,69.010002,67.250000,68.839996,57.597591,77655500
2010-10-06,68.779999,69.059998,68.220001,68.610001,57.405151,43163400
2010-10-07,69.019997,69.080002,67.919998,68.410004,57.237801,39955400
2010-10-08,68.510002,69.660004,68.139999,69.279999,57.965733,59953200
2010-10-11,69.339996,69.860001,69.139999,69.339996,58.015934,37345900
2010-10-12,69.160004,69.820000,68.410004,69.519997,58.166515,51099800
2010-10-13,69.989998,71.139999,69.769997,70.580002,59.053429,58582200
2010-10-14,70.629997,70.949997,69.889999,70.529999,59.011581,70382100
2010-10-15,71.139999,71.250000,69.889999,70.290001,58.810791,74953500
2010-10-18,70.559998,71.029999,70.260002,70.879997,59.304443,39841500
2010-10-19,70.040001,70.760002,68.949997,69.500000,58.149807,64627600
2010-10-20,69.839996,70.629997,69.430000,70.209999,58.743843,54118800
2010-10-21,70.559998,71.089996,68.959999,69.870003,58.459396,62505300
2010-10-22,70.040001,70.389999,69.760002,70.320000,58.835876,26267800
2010-10-25,70.839996,71.559998,70.360001,70.739998,59.187283,36095900
2010-10-26,70.360001,71.169998,69.989998,70.690002,59.145477,37884100
2010-10-27,70.209999,70.620003,69.540001,70.510002,58.994865,53515400
2010-10-28,71.059998,71.120003,69.750000,70.080002,58.635071,48482400
2010-10-29,69.879997,70.669998,69.830002,70.300003,58.819157,40455100
2010-11-01,70.660004,71.169998,69.309998,69.820000,58.417553,47357500
2010-11-02,70.669998,71.309998,70.269997,71.269997,59.630745,55102800
2010-11-03,71.360001,71.620003,70.500000,71.550003,59.865002,58044500
2010-11-04,72.860001,73.379997,72.620003,73.360001,61.379425,60908000
2010-11-05,73.449997,74.000000,73.300003,73.769997,61.722473,45659100
2010-11-08,73.529999,73.910004,73.120003,73.709999,61.672245,31656700
2010-11-09,73.910004,74.050003,72.330002,72.730003,60.852306,48438600
2010-11-10,72.830002,73.550003,72.110001,73.540001,61.530033,53667600
2010-11-11,72.730003,73.540001,72.459999,73.250000,61.287399,42989400
2010-11-12,72.529999,73.099998,71.900002,72.029999,60.266621,48799200
2010-11-15,72.379997,72.849998,71.970001,72.040001,60.275002,38922600
2010-11-16,71.500000,71.680000,70.150002,70.639999,59.103634,69965600
2010-11-17,70.800003,71.019997,70.400002,70.830002,59.262600,39512500
2010-11-18,71.669998,72.580002,71.660004,72.209999,60.417240,52638700
2010-11-19,72.000000,72.610001,71.529999,72.449997,60.618038,32830300
2010-11-22,72.169998,72.989998,71.739998,72.800003,60.910851,42163100
2010-11-23,71.919998,72.239998,71.500000,72.110001,60.333553,52202300
2010-11-24,72.760002,73.750000,72.750000,73.730003,61.688976,42138400
2010-11-26,73.279999,73.730003,73.129997,73.220001,61.262314,19004000
2010-11-29,72.949997,73.510002,72.029999,73.330002,61.354309,47897000
2010-11-30,72.480003,73.250000,72.180000,72.750000,60.869022,68631800
2010-12-01,74.120003,74.570000,72.809998,74.379997,62.232845,59974000
2010-12-02,74.470001,75.290001,74.360001,75.129997,62.860348,42529200
2010-12-03,74.830002,75.900002,74.760002,75.669998,63.312160,36549400
2010-12-06,75.639999,76.349998,75.500000,76.139999,63.705399,36177500
2010-12-07,77.059998,77.239998,76.410004,76.580002,64.073547,66769100
2010-12-08,76.750000,77.010002,76.370003,76.529999,64.031738,40388800
2010-12-09,77.080002,77.080002,76.480003,76.790001,64.249260,49384000
2010-12-10,77.050003,77.940002,76.769997,77.750000,65.052475,43303000
2010-12-13,78.059998,78.190002,77.320000,77.349998,64.717827,43025600
2010-12-14,77.709999,77.720001,77.180000,77.309998,64.684319,60000700
2010-12-15,77.250000,78.059998,76.919998,77.070000,64.483543,52002400
2010-12-16,77.180000,77.970001,76.860001,77.779999,65.077599,57936100
2010-12-17,77.860001,78.169998,77.290001,78.019997,65.278389,40362300
2010-12-20,78.309998,78.809998,77.930000,78.330002,65.537773,42692700
2010-12-21,78.650002,79.279999,78.589996,79.199997,66.265663,30166800
2010-12-22,79.029999,79.180000,78.720001,78.820000,66.246330,29812300
2010-12-23,78.959999,79.120003,78.610001,78.720001,66.162315,25239600
2010-12-27,78.470001,79.099998,78.309998,78.959999,66.364014,15770300
2010-12-28,79.110001,79.160004,78.519997,78.739998,66.179108,25827900
2010-12-29,78.849998,79.019997,78.750000,78.910004,66.321960,18138800
2010-12-30,78.839996,79.220001,78.760002,78.760002,66.195908,37997400
2010-12-31,78.669998,78.879997,78.169998,78.239998,65.758873,33323500
2011-01-03,78.940002,80.019997,78.730003,79.599998,66.901917,48878000
2011-01-04,79.839996,79.900002,77.570000,78.419998,65.910156,77509000
2011-01-05,78.400002,79.360001,78.110001,79.339996,66.683395,47145300
2011-01-06,79.400002,79.529999,78.650002,78.970001,66.372398,39392300
2011-01-07,79.239998,79.440002,77.440002,78.519997,65.994217,59486800
2011-01-10,78.239998,79.290001,77.620003,78.970001,66.372398,55020300
2011-01-11,79.360001,79.680000,78.870003,79.290001,66.641373,42124300
2011-01-12,79.940002,80.129997,79.510002,79.970001,67.212891,38442600
2011-01-13,79.989998,80.300003,79.570000,79.940002,67.187683,29687600
2011-01-14,79.860001,80.680000,79.690002,80.540001,67.692001,38036700
2011-01-18,80.290001,80.629997,79.870003,80.599998,67.742378,37824100
2011-01-19,80.570000,80.699997,78.360001,78.529999,66.002617,70707400
2011-01-20,78.139999,78.540001,77.339996,77.709999,65.313431,79653000
2011-01-21,78.209999,78.239998,77.120003,77.190002,64.876366,56676500
2011-01-24,77.199997,78.070000,77.089996,77.760002,65.355438,48142600
2011-01-25,77.309998,77.900002,76.949997,77.879997,65.456314,47013400
2011-01-26,78.000000,79.379997,77.750000,79.120003,66.498512,65896200
2011-01-27,79.120003,79.669998,78.730003,79.349998,66.691772,48174800
2011-01-28,79.309998,79.449997,77.330002,77.410004,65.061256,91023700
2011-01-31,77.870003,78.500000,77.250000,77.949997,65.515129,53265200
2011-02-01,78.580002,80.010002,78.370003,79.750000,67.027992,57786700
2011-02-02,79.589996,80.129997,79.419998,79.449997,66.775848,39937400
2011-02-03,79.389999,79.849998,78.500000,79.730003,67.011200,41156200
2011-02-04,79.599998,79.970001,79.239998,79.870003,67.128860,39532700
2011-02-07,79.980003,81.250000,79.910004,80.660004,67.792831,40835200
2011-02-08,80.660004,81.269997,80.339996,81.230003,68.271881,37563900
2011-02-09,81.010002,81.300003,80.419998,80.870003,67.969345,43298900
2011-02-10,80.330002,81.290001,80.239998,81.190002,68.238274,48001000
2011-02-11,80.889999,82.099998,80.790001,82.070000,68.977905,38579100
2011-02-14,82.110001,82.610001,82.050003,82.489998,69.330879,36730500
2011-02-15,82.269997,82.489998,81.830002,82.019997,68.935867,42908600
2011-02-16,82.209999,82.820000,82.180000,82.680000,69.490578,38284700
2011-02-17,82.599998,83.510002,82.449997,83.260002,69.978088,34891200
2011-02-18,83.449997,83.769997,83.040001,83.349998,70.053719,39514200
2011-02-22,82.730003,83.019997,81.089996,81.209999,68.255089,68370300
2011-02-23,81.370003,81.440002,79.290001,79.809998,67.078415,91258600
2011-02-24,79.959999,80.720001,79.360001,80.320000,67.507072,85126500
2011-02-25,80.699997,82.209999,80.639999,82.180000,69.070328,58566800
2011-02-28,82.650002,82.839996,81.589996,82.269997,69.145973,49869300
2011-03-01,82.580002,82.639999,80.349998,80.620003,67.759209,70865100
2011-03-02,80.529999,81.370003,80.239998,80.959999,68.044968,61072300
2011-03-03,81.769997,83.019997,81.029999,82.800003,69.591438,78937600
2011-03-04,82.790001,82.839996,81.650002,82.440002,69.288849,60907100
2011-03-07,82.760002,82.820000,80.410004,81.089996,68.154228,90777900
2011-03-08,81.160004,82.809998,80.550003,82.410004,69.263695,67755300
2011-03-09,82.250000,82.580002,81.750000,82.080002,68.986298,51216900
2011-03-10,81.000000,81.029999,79.699997,79.970001,67.212891,107642100
2011-03-11,79.339996,80.699997,79.279999,80.180000,67.389397,83202700
2011-03-14,79.339996,80.330002,78.910004,79.750000,67.027992,60138300
2011-03-15,77.959999,79.669998,77.570000,79.040001,66.431290,84941700
2011-03-16,78.680000,79.639999,77.760002,78.250000,65.767281,126014500
2011-03-17,79.330002,79.440002,78.419998,78.419998,65.910156,63992800
2011-03-18,79.330002,79.589996,79.070000,79.459999,66.784233,70017700
2011-03-21,80.480003,81.320000,80.360001,81.300003,68.330696,50638200
2011-03-22,81.419998,81.599998,80.669998,80.870003,67.969345,52372800
2011-03-23,80.690002,81.360001,79.849998,81.120003,68.179436,58044700
2011-03-24,81.489998,81.790001,80.739998,81.510002,68.650246,52850900
2011-03-25,81.980003,83.059998,81.550003,82.220001,69.248215,78164900
2011-03-28,82.489998,82.760002,81.970001,82.040001,69.096672,42798300
2011-03-29,82.089996,82.889999,81.580002,82.809998,69.745132,40967200
2011-03-30,83.169998,83.989998,83.040001,83.879997,70.646332,42147100
2011-03-31,83.800003,84.290001,83.699997,84.169998,70.890594,41625800
2011-04-01,84.769997,85.019997,84.250000,84.540001,71.202209,49160200
2011-04-04,84.760002,84.970001,84.540001,84.730003,71.362259,42236600
2011-04-05,84.680000,85.750000,84.519997,85.190002,71.749680,45454400
2011-04-06,85.629997,85.879997,84.910004,85.379997,71.909676,59035700
2011-04-07,85.459999,85.779999,84.620003,84.870003,71.480171,69434400
2011-04-08,85.250000,85.360001,83.599998,83.980003,70.730553,63650400
2011-04-11,84.019997,84.279999,82.900002,83.230003,70.098900,41784100
2011-04-12,82.790001,83.050003,82.050003,82.139999,69.180878,58103300
2011-04-13,82.650002,82.809998,81.669998,82.250000,69.273499,80424900
2011-04-14,81.589996,82.709999,81.449997,82.629997,69.593559,58532300
2011-04-15,82.660004,83.510002,82.260002,83.510002,70.334702,53690700
2011-04-18,82.250000,82.260002,81.430000,82.129997,69.172417,58593400
2011-04-19,82.410004,82.699997,81.669998,82.150002,69.189278,31991000
2011-04-20,83.500000,83.900002,83.250000,83.830002,70.604210,47061100
2011-04-21,84.339996,84.480003,83.730003,84.449997,71.126404,30293300
2011-04-25,84.370003,84.529999,83.769997,84.339996,71.033783,23441400
2011-04-26,84.529999,85.669998,84.349998,85.180000,71.741257,53200000
2011-04-27,85.230003,85.769997,84.889999,85.690002,72.170769,44680600
2011-04-28,85.599998,86.500000,85.519997,86.080002,72.499275,43464600
2011-04-29,86.190002,86.680000,85.930000,86.389999,72.760315,41030900
2011-05-02,86.779999,86.809998,85.279999,85.379997,71.909676,48962400
2011-05-03,85.290001,85.489998,83.720001,84.300003,71.000069,56070000
2011-05-04,84.419998,84.459999,82.730003,83.209999,70.082054,64754600
2011-05-05,82.639999,84.080002,82.410004,82.830002,69.762009,91858900
2011-05-06,83.760002,84.339996,82.839996,83.269997,70.132576,76446200
2011-05-09,83.169998,84.330002,83.040001,84.239998,70.949539,45806800
2011-05-10,84.669998,85.540001,84.559998,85.529999,72.036034,44373700
2011-05-11,85.239998,85.360001,83.550003,83.949997,70.705299,81313700
2011-05-12,83.470001,84.940002,82.980003,84.690002,71.328552,80109400
2011-05-13,84.760002,84.989998,83.269997,83.510002,70.334702,74669000
2011-05-16,82.959999,83.889999,82.220001,82.290001,69.307175,68771600
2011-05-17,81.629997,82.320000,81.400002,82.029999,69.088203,76475100
2011-05-18,82.129997,83.320000,82.000000,83.290001,70.149429,54512200
2011-05-19,83.860001,83.970001,82.730003,83.470001,70.301033,52914400
2011-05-20,83.250000,83.449997,82.290001,82.860001,69.787254,56016800
2011-05-23,81.419998,81.949997,81.230003,81.370003,68.532341,50696600
2011-05-24,81.589996,81.959999,80.830002,80.980003,68.203873,60223400
2011-05-25,80.769997,82.290001,80.760002,82.000000,69.062950,60009900
2011-05-26,81.699997,83.120003,81.650002,83.080002,69.972549,51821300
2011-05-27,83.459999,83.930000,83.260002,83.650002,70.452599,46619400
2011-05-31,84.610001,84.860001,83.769997,84.839996,71.454872,77456200
2011-06-01,84.709999,84.820000,82.029999,82.110001,69.155586,80933800
2011-06-02,82.320000,82.660004,81.599998,82.080002,69.130318,64666600
2011-06-03,80.809998,81.730003,80.690002,80.879997,68.119637,76493800
2011-06-06,80.750000,81.070000,79.489998,79.550003,66.999481,63782200
2011-06-07,80.040001,80.430000,79.529999,79.739998,67.159508,58242200
2011-06-08,79.470001,79.720001,78.709999,78.849998,66.409935,67740400
2011-06-09,79.080002,79.709999,78.730003,79.269997,66.763649,58469700
2011-06-10,78.779999,78.910004,77.650002,78.000000,65.694031,71823100
2011-06-13,78.230003,78.639999,77.349998,77.779999,65.508728,60285400
2011-06-14,78.440002,79.680000,78.389999,79.449997,66.915260,66662700
2011-06-15,78.599998,79.209999,77.720001,78.029999,65.719307,89262000
2011-06-16,78.089996,78.879997,77.230003,78.209999,65.870880,81849500
2011-06-17,78.989998,79.129997,77.830002,78.230003,65.887733,77862900
2011-06-20,77.959999,79.230003,77.930000,78.949997,66.494148,53343900
2011-06-21,79.580002,80.769997,79.419998,80.660004,67.934349,75970200
2011-06-22,80.220001,81.110001,80.010002,80.040001,67.412170,55839700
2011-06-23,79.129997,80.510002,78.300003,80.349998,67.673264,92521100
2011-06-24,80.629997,80.760002,79.470001,79.940002,67.327950,73865400
2011-06-27,79.910004,80.720001,79.459999,80.559998,67.850136,51195400
2011-06-28,80.830002,81.849998,80.669998,81.809998,68.902931,54021800
2011-06-29,82.099998,82.400002,81.440002,82.199997,69.231392,68230200
2011-06-30,82.410004,83.050003,82.279999,82.800003,69.736725,59915500
2011-07-01,82.879997,84.230003,82.620003,84.089996,70.823219,63908100
2011-07-05,83.930000,84.139999,83.529999,84.040001,70.993858,48268900
2011-07-06,83.910004,84.510002,83.610001,84.379997,71.281044,57094100
2011-07-07,85.209999,85.970001,84.940002,85.650002,72.353920,68556600
2011-07-08,84.620003,85.209999,84.320000,85.129997,71.914635,61977400
2011-07-11,84.059998,84.529999,83.089996,83.320000,70.385635,59769800
2011-07-12,82.879997,83.769997,82.779999,82.849998,69.988564,65322100
2011-07-13,83.379997,84.470001,83.220001,83.589996,70.613701,79327200
2011-07-14,83.750000,84.169998,82.050003,82.260002,69.490181,91726600
2011-07-15,82.610001,82.910004,82.180000,82.809998,69.954773,75496200
